player_name_raw_skillcorner,player_name_normalized,dominant_team_name,team_season_key,team_season_signature,season_scope,sc_total_minutes,SC_Primary_Position,SC_Primary_Position_Minutes,SC_Primary_Position_Share,SC_Primary_Position_Group,SC_Secondary_Position,SC_Secondary_Position_Minutes,SC_Secondary_Position_Share,SC_Secondary_Position_Group,SC_All_Positions_Detail,analysis_position_code,analysis_position_jp,analysis_position_source
Yoshiatsu Oiji,Yoshiatsu Oiji,岐阜,2024|岐阜; 2025|岐阜,2024|岐阜|687.54; 2025|岐阜|353.66,2024-2025,1041.2,LWB,225.98,21.7,Full Back,Left Back,138.83,13.33,Full Back,"LWB(226min/21.7%), Left Back(139min/13.3%), LB(121min/11.7%), RM(120min/11.6%), Right Midfield(114min/11.0%), LM(105min/10.1%), CF(51min/4.9%), Right Back(51min/4.9%), LW(34min/3.3%), RWB(30min/2.9%), Left Midfield(21min/2.0%), Center Forward(20min/1.9%), Left Defensive Midfield(9min/0.9%)",SB,サイドバック,LWB (Position Group: Full Back)
Yoshihiro Shoji,Yoshihiro Shoji,岐阜,2024|岐阜,2024|岐阜|1052.81,2024-2025,1052.81,RM,737.37,70.04,Midfield,LDM,197.12,18.72,Midfield,"RM(737min/70.0%), LDM(197min/18.7%), LM(98min/9.3%), DM(21min/2.0%)",SH,サイドハーフ,RM (Position Group: Midfield)
Yoshihito Kondo,Yoshihito Kondo,鹿児島,2025|鹿児島,2025|鹿児島|1206.51,2024-2025,1206.51,Center Forward,1194.46,99.0,Center Forward,Left Midfield,8.08,0.67,Midfield,"Center Forward(1194min/99.0%), Left Midfield(8min/0.7%), Left Winger(4min/0.3%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Yoshiki Sato,Yoshiki Sato,栃木Ｃ,2025|栃木Ｃ,2025|栃木Ｃ|3444.48,2024-2025,3444.48,Left Center Back,2371.78,68.86,Central Defender,Left Back,971.77,28.21,Full Back,"Left Center Back(2372min/68.9%), Left Back(972min/28.2%), Right Center Back(101min/2.9%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Yoshiki Takahashi,Yoshiki Takahashi,富山,2024|富山,2024|富山|2165.64,2024-2025,2165.64,AM,1078.97,49.82,Midfield,RW,753.69,34.8,Wide Attacker,"AM(1079min/49.8%), RW(754min/34.8%), CF(199min/9.2%), LW(81min/3.8%), RM(53min/2.5%)",ST,セカンドトップ,AM (Position Group: Midfield)
Yoshitaka Aoki,Yoshitaka Aoki,鹿児島,2025|鹿児島,2025|鹿児島|3311.42,2024-2025,3311.42,Right Back,3021.25,91.24,Full Back,Left Back,290.17,8.76,Full Back,"Right Back(3021min/91.2%), Left Back(290min/8.8%)",SB,サイドバック,Right Back (Position Group: Full Back)
Yosuke Akiyama,Yosuke Akiyama,福島,2024|福島,2024|福島|96.58,2024-2025,96.58,LB,96.58,100.0,Full Back,,,,,LB(97min/100.0%),SB,サイドバック,LB (Position Group: Full Back)
Yosuke Kamigata,Yosuke Kamigata,八戸,2024|八戸,2024|八戸|75.30,2024-2025,75.3,CF,54.04,71.77,Center Forward,LM,10.98,14.58,Midfield,"CF(54min/71.8%), LM(11min/14.6%), RM(10min/13.7%)",FW,フォワード,CF (Position Group: Center Forward)
Yosuke Kawai,Yosuke Kawai,富山,2024|富山,2024|富山|1236.77,2024-2025,1236.77,RDM,837.83,67.74,Midfield,LM,184.74,14.94,Midfield,"RDM(838min/67.7%), LM(185min/14.9%), RM(174min/14.1%), LDM(40min/3.2%)",CMF,セントラルMF,RDM (Position Group: Midfield)
Yosuke Murakami,Yosuke Murakami,大宮,2024|大宮,2024|大宮|2259.57,2024-2025,2259.57,RCB,2250.32,99.59,Central Defender,DM,9.25,0.41,Midfield,"RCB(2250min/99.6%), DM(9min/0.4%)",CB,センターバック,RCB (Position Group: Central Defender)
Yosuke Ueno,Yosuke Ueno,宮崎,2024|宮崎,2024|宮崎|174.05,2024-2025,174.05,AM,98.78,56.75,Midfield,CF,60.62,34.83,Center Forward,"AM(99min/56.8%), CF(61min/34.8%), LW(15min/8.4%)",ST,セカンドトップ,AM (Position Group: Midfield)
Yota Fujii,Yota Fujii,讃岐,2025|讃岐,2025|讃岐|1592.24,2024-2025,1592.24,Left Center Back,959.53,60.26,Central Defender,Left Wing Back,632.71,39.74,Full Back,"Left Center Back(960min/60.3%), Left Wing Back(633min/39.7%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Yota Horiuchi,Yota Horiuchi,栃木SC,2025|栃木SC,2025|栃木SC|196.84,2024-2025,196.84,Right Midfield,100.42,51.02,Midfield,Left Midfield,96.42,48.98,Midfield,"Right Midfield(100min/51.0%), Left Midfield(96min/49.0%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Yota Shimokawa,Yota Shimokawa,宮崎,2025|宮崎; 2024|奈良,2025|宮崎|3549.43; 2024|奈良|1982.46,2024-2025,5531.89,Left Back,3458.83,62.53,Full Back,LB,1154.89,20.88,Full Back,"Left Back(3459min/62.5%), LB(1155min/20.9%), LWB(534min/9.7%), RB(103min/1.9%), RWB(98min/1.8%), LCB(92min/1.7%), Right Center Back(91min/1.6%)",SB,サイドバック,Left Back (Position Group: Full Back)
Yota Tanabe,Yota Tanabe,高知,2025|高知,2025|高知|1098.08,2024-2025,1098.08,Center Back,981.99,89.43,Central Defender,Left Center Back,96.72,8.81,Central Defender,"Center Back(982min/89.4%), Left Center Back(97min/8.8%), Right Center Back(19min/1.8%)",CB,センターバック,Center Back (Position Group: Central Defender)
Young-Kwang Cho,Young-Kwang Cho,FC大阪,2024|FC大阪,2024|FC大阪|58.31,2024-2025,58.31,LW,44.06,75.56,Wide Attacker,RW,14.25,24.44,Wide Attacker,"LW(44min/75.6%), RW(14min/24.4%)",SH,サイドハーフ,LW (Position Group: Wide Attacker)
Yu Tabei,Yu Tabei,MIO Biwako Shiga,2025|MIO Biwako Shiga,2025|MIO Biwako Shiga|122.17,2024-2025,122.17,Right Winger,122.17,100.0,Wide Attacker,,,,,Right Winger(122min/100.0%),SH,サイドハーフ,Right Winger (Position Group: Wide Attacker)
Yu Tomidokoro,Yu Tomidokoro,琉球,2025|琉球; 2024|琉球,2025|琉球|2748.01; 2024|琉球|1757.29,2024-2025,4505.3,Left Winger,1648.4,36.59,Wide Attacker,Attacking Midfield,955.98,21.22,Midfield,"Left Winger(1648min/36.6%), Attacking Midfield(956min/21.2%), CF(948min/21.0%), LW(320min/7.1%), LM(200min/4.4%), Center Forward(101min/2.2%), AM(99min/2.2%), LF(73min/1.6%), DM(67min/1.5%), RM(51min/1.1%), Left Midfield(43min/1.0%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Yu-geon Kim,Yu-geon Kim,岐阜,2025|岐阜,2025|岐阜|97.73,2024-2025,97.73,Left Center Back,97.73,100.0,Central Defender,,,,,Left Center Back(98min/100.0%),CB,センターバック,Left Center Back (Position Group: Central Defender)
Yudai Okuda,Yudai Okuda,讃岐,2024|讃岐; 2025|奈良,2024|讃岐|1754.10; 2025|奈良|1702.16,2024-2025,3456.26,Left Center Back,977.64,28.29,Central Defender,RCB,724.06,20.95,Central Defender,"Left Center Back(978min/28.3%), RCB(724min/20.9%), LCB(629min/18.2%), Left Back(528min/15.3%), CB(401min/11.6%), Right Back(95min/2.7%), Left Wing Back(80min/2.3%), Right Winger(21min/0.6%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Yudai Sawada,Yudai Sawada,奈良,2025|奈良; 2024|奈良,2025|奈良|2471.10; 2024|奈良|880.63,2024-2025,3351.73,Left Center Back,1757.16,52.43,Central Defender,Right Center Back,613.51,18.3,Central Defender,"Left Center Back(1757min/52.4%), Right Center Back(614min/18.3%), LCB(475min/14.2%), RCB(308min/9.2%), Right Back(100min/3.0%), RWB(98min/2.9%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Yudai Tokunaga,Yudai Tokunaga,相模原,2024|相模原; 2025|相模原,2024|相模原|1698.16; 2025|相模原|1636.14,2024-2025,3334.3,RM,1006.21,30.18,Midfield,Right Midfield,674.67,20.23,Midfield,"RM(1006min/30.2%), Right Midfield(675min/20.2%), LM(486min/14.6%), Left Midfield(422min/12.7%), Left Wing Back(342min/10.3%), Left Winger(197min/5.9%), DM(154min/4.6%), RF(52min/1.6%)",SH,サイドハーフ,RM (Position Group: Midfield)
Yuhei Nishida,Yuhei Nishida,鳥取,2024|鳥取; 2025|鳥取,2024|鳥取|59.20; 2025|鳥取|24.00,2024-2025,83.2,RM,37.27,44.8,Midfield,Center Forward,24.0,28.85,Center Forward,"RM(37min/44.8%), Center Forward(24min/28.8%), RF(22min/26.4%)",SH,サイドハーフ,RM (Position Group: Midfield)
Yui Takano,Yui Takano,高知,2025|高知,2025|高知|2530.27,2024-2025,2530.27,Left Wing Back,1042.73,41.21,Full Back,Left Midfield,432.45,17.09,Midfield,"Left Wing Back(1043min/41.2%), Left Midfield(432min/17.1%), Right Midfield(406min/16.0%), Left Winger(307min/12.1%), Left Defensive Midfield(171min/6.8%), Right Winger(171min/6.8%)",SB,サイドバック,Left Wing Back (Position Group: Full Back)
Yuji Senuma,Yuji Senuma,相模原,2024|相模原,2024|相模原|1127.86,2024-2025,1127.86,CF,1105.74,98.04,Center Forward,LF,22.12,1.96,Wide Attacker,"CF(1106min/98.0%), LF(22min/2.0%)",FW,フォワード,CF (Position Group: Center Forward)
Yuki Kajiura,Yuki Kajiura,金沢,2024|金沢,2024|金沢|2585.03,2024-2025,2585.03,RF,997.3,38.58,Wide Attacker,RW,562.63,21.76,Wide Attacker,"RF(997min/38.6%), RW(563min/21.8%), AM(462min/17.9%), LM(289min/11.2%), RM(176min/6.8%), DM(99min/3.8%)",SH,サイドハーフ,RF (Position Group: Wide Attacker)
Yuki Kawakami,Yuki Kawakami,富山,2024|富山,2024|富山|498.65,2024-2025,498.65,RCB,396.82,79.58,Central Defender,LCB,101.83,20.42,Central Defender,"RCB(397min/79.6%), LCB(102min/20.4%)",CB,センターバック,RCB (Position Group: Central Defender)
Yuki Kotani,Yuki Kotani,奈良,2024|奈良,2024|奈良|891.51,2024-2025,891.51,CB,666.42,74.75,Central Defender,RCB,212.86,23.88,Central Defender,"CB(666min/74.8%), RCB(213min/23.9%), LM(12min/1.4%)",CB,センターバック,CB (Position Group: Central Defender)
Yuki Morikawa,Yuki Morikawa,讃岐,2024|讃岐; 2025|讃岐; 2024|長野,2024|讃岐|1593.35; 2025|讃岐|1413.59; 2024|長野|10.13,2024-2025,3017.07,Left Wing Back,716.31,23.74,Full Back,LF,699.96,23.2,Wide Attacker,"Left Wing Back(716min/23.7%), LF(700min/23.2%), Left Winger(596min/19.8%), LWB(520min/17.2%), CF(199min/6.6%), RF(100min/3.3%), AM(84min/2.8%), Right Wing Back(39min/1.3%), Center Forward(32min/1.1%), Right Winger(31min/1.0%)",SB,サイドバック,Left Wing Back (Position Group: Full Back)
Yuki Muto,Yuki Muto,相模原,2025|相模原; 2024|相模原,2025|相模原|1821.26; 2024|相模原|492.09,2024-2025,2313.35,Center Forward,845.61,36.55,Center Forward,CF,350.92,15.17,Center Forward,"Center Forward(846min/36.6%), CF(351min/15.2%), Left Winger(292min/12.6%), Left Midfield(209min/9.0%), Left Wing Back(168min/7.3%), Right Midfield(155min/6.7%), Right Winger(152min/6.6%), LF(72min/3.1%), AM(69min/3.0%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Yuki Nishiya,Yuki Nishiya,金沢,2025|金沢; 2024|金沢,2025|金沢|3314.69; 2024|金沢|2390.99,2024-2025,5705.68,Right Midfield,2939.97,51.53,Midfield,RM,1784.89,31.28,Midfield,"Right Midfield(2940min/51.5%), RM(1785min/31.3%), LM(517min/9.1%), Left Midfield(277min/4.9%), Left Winger(98min/1.7%), DM(90min/1.6%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Yuki Okada,Yuki Okada,奈良,2025|奈良; 2024|奈良,2025|奈良|2943.86; 2024|奈良|2498.76,2024-2025,5442.62,Left Winger,2380.21,43.73,Wide Attacker,LW,1131.16,20.78,Wide Attacker,"Left Winger(2380min/43.7%), LW(1131min/20.8%), LF(1000min/18.4%), Left Forward(300min/5.5%), CF(269min/4.9%), Center Forward(164min/3.0%), Right Winger(100min/1.8%), LM(99min/1.8%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Yuki Okaniwa,Yuki Okaniwa,栃木Ｃ,2025|栃木Ｃ,2025|栃木Ｃ|2712.45,2024-2025,2712.45,Center Midfield,2057.32,75.85,Midfield,Defensive Midfield,376.99,13.9,Midfield,"Center Midfield(2057min/75.8%), Defensive Midfield(377min/13.9%), Right Midfield(178min/6.6%), Left Midfield(100min/3.7%)",CMF,セントラルMF,Center Midfield (Position Group: Midfield)
Yukito Murakami,Yukito Murakami,長野,2025|長野,2025|長野|278.93,2024-2025,278.93,Left Winger,145.55,52.18,Wide Attacker,Right Winger,50.23,18.01,Wide Attacker,"Left Winger(146min/52.2%), Right Winger(50min/18.0%), Left Wing Back(45min/16.1%), Center Forward(38min/13.7%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Yuma Funabashi,Yuma Funabashi,群馬,2025|群馬,2025|群馬|884.68,2024-2025,884.68,Right Wing Back,568.52,64.26,Full Back,Left Back,146.0,16.5,Full Back,"Right Wing Back(569min/64.3%), Left Back(146min/16.5%), Left Wing Back(134min/15.2%), Center Midfield(13min/1.5%), Left Center Back(13min/1.5%), Left Winger(10min/1.1%)",SB,サイドバック,Right Wing Back (Position Group: Full Back)
Yuma Matsumoto,Yuma Matsumoto,宮崎,2025|宮崎; 2024|宮崎; 2024|今治,2025|宮崎|3784.18; 2024|宮崎|1345.55; 2024|今治|124.82,2024-2025,5254.55,Right Back,3784.18,72.02,Full Back,RB,1345.55,25.61,Full Back,"Right Back(3784min/72.0%), RB(1346min/25.6%), RWB(116min/2.2%), RW(9min/0.2%)",SB,サイドバック,Right Back (Position Group: Full Back)
Yuma Mori,Yuma Mori,沼津,2025|沼津; 2024|沼津,2025|沼津|1948.90; 2024|沼津|1529.91,2024-2025,3478.81,Left Winger,1267.19,36.43,Wide Attacker,RF,484.5,13.93,Wide Attacker,"Left Winger(1267min/36.4%), RF(484min/13.9%), Right Winger(386min/11.1%), LW(324min/9.3%), RW(272min/7.8%), LF(245min/7.0%), LM(184min/5.3%), Left Midfield(99min/2.8%), Right Midfield(73min/2.1%), Left Forward(71min/2.0%), Center Forward(53min/1.5%), AM(21min/0.6%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Yuma Tsujioka,Yuma Tsujioka,北九州,2025|北九州; 2024|宮崎,2025|北九州|3396.75; 2024|宮崎|2201.13,2024-2025,5597.88,Left Center Back,3396.75,60.68,Central Defender,LB,1340.79,23.95,Full Back,"Left Center Back(3397min/60.7%), LB(1341min/24.0%), LCB(860min/15.4%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Yumeki Yokoyama,Yumeki Yokoyama,今治,2024|今治,2024|今治|1474.34,2024-2025,1474.34,CF,511.97,34.73,Center Forward,AM,323.08,21.91,Midfield,"CF(512min/34.7%), AM(323min/21.9%), LF(298min/20.2%), LM(244min/16.6%), LW(82min/5.6%), LWB(15min/1.0%)",FW,フォワード,CF (Position Group: Center Forward)
Yuri Mori,Yuri Mori,琉球,2024|琉球,2024|琉球|1842.74,2024-2025,1842.74,RCB,990.69,53.76,Central Defender,CB,497.57,27.0,Central Defender,"RCB(991min/53.8%), CB(498min/27.0%), LCB(345min/18.7%), LB(9min/0.5%)",CB,センターバック,RCB (Position Group: Central Defender)
Yuri Takeuchi,Yuri Takeuchi,今治,2024|今治,2024|今治|390.92,2024-2025,390.92,RCB,197.63,50.56,Central Defender,LCB,134.83,34.49,Central Defender,"RCB(198min/50.6%), LCB(135min/34.5%), LM(22min/5.7%), RWB(22min/5.6%), AM(14min/3.7%)",CB,センターバック,RCB (Position Group: Central Defender)
Yuriya Takahashi,Yuriya Takahashi,群馬,2025|群馬,2025|群馬|2863.92,2024-2025,2863.92,Left Center Back,2002.55,69.92,Central Defender,Left Back,561.79,19.62,Full Back,"Left Center Back(2003min/69.9%), Left Back(562min/19.6%), Right Center Back(202min/7.1%), Center Back(97min/3.4%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Yusaku Takusari,Yusaku Takusari,相模原,2025|相模原,2025|相模原|445.55,2024-2025,445.55,Right Winger,179.83,40.36,Wide Attacker,Right Midfield,179.03,40.18,Midfield,"Right Winger(180min/40.4%), Right Midfield(179min/40.2%), Left Midfield(87min/19.5%)",SH,サイドハーフ,Right Winger (Position Group: Wide Attacker)
Yusei Kayanuma,Yusei Kayanuma,YS横浜,2024|YS横浜,2024|YS横浜|1551.89,2024-2025,1551.89,CF,1468.45,94.62,Center Forward,AM,30.53,1.97,Midfield,"CF(1468min/94.6%), AM(31min/2.0%), RM(27min/1.7%), LF(26min/1.7%)",FW,フォワード,CF (Position Group: Center Forward)
Yusei Shinomiya,Yusei Shinomiya,金沢,2025|金沢,2025|金沢|1459.12,2024-2025,1459.12,Left Wing Back,910.75,62.42,Full Back,Left Winger,297.24,20.37,Wide Attacker,"Left Wing Back(911min/62.4%), Left Winger(297min/20.4%), Right Winger(100min/6.8%), Right Wing Back(83min/5.7%), Right Midfield(68min/4.7%)",SB,サイドバック,Left Wing Back (Position Group: Full Back)
Yusei Toshida,Yusei Toshida,金沢,2025|金沢; 2024|金沢,2025|金沢|2071.35; 2024|金沢|455.48,2024-2025,2526.83,Center Forward,1927.78,76.29,Center Forward,CF,455.48,18.03,Center Forward,"Center Forward(1928min/76.3%), CF(455min/18.0%), Left Winger(59min/2.3%), Right Forward(27min/1.1%), Left Wing Back(22min/0.9%), Right Winger(22min/0.9%), Left Midfield(14min/0.6%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Yusei Uchida,Yusei Uchida,高知,2025|高知,2025|高知|741.27,2024-2025,741.27,Center Forward,657.19,88.66,Center Forward,Left Wing Back,60.51,8.16,Full Back,"Center Forward(657min/88.7%), Left Wing Back(61min/8.2%), Right Midfield(14min/1.9%), Left Midfield(10min/1.3%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Yushi Hasegawa,Yushi Hasegawa,長野,2025|長野; 2024|相模原,2025|長野|3002.43; 2024|相模原|961.36,2024-2025,3963.79,Right Midfield,1286.63,32.46,Midfield,Left Midfield,780.68,19.7,Midfield,"Right Midfield(1287min/32.5%), Left Midfield(781min/19.7%), LCB(737min/18.6%), Right Center Back(654min/16.5%), Right Wing Back(281min/7.1%), DM(109min/2.8%), LM(61min/1.5%), RM(54min/1.4%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Yushi Yamaya,Yushi Yamaya,岐阜,2025|岐阜,2025|岐阜|699.24,2024-2025,699.24,Right Winger,491.88,70.34,Wide Attacker,Center Forward,156.13,22.33,Center Forward,"Right Winger(492min/70.3%), Center Forward(156min/22.3%), Right Midfield(51min/7.3%)",SH,サイドハーフ,Right Winger (Position Group: Wide Attacker)
Yushin Koki,Yushin Koki,琉球,2025|琉球; 2024|琉球,2025|琉球|517.61; 2024|琉球|465.77,2024-2025,983.38,Left Midfield,273.91,27.85,Midfield,LWB,250.88,25.51,Full Back,"Left Midfield(274min/27.9%), LWB(251min/25.5%), Right Midfield(189min/19.2%), CF(167min/16.9%), RW(48min/4.9%), Left Defensive Midfield(38min/3.9%), Left Winger(16min/1.7%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield)
Yushin Otake,Yushin Otake,YS横浜,2024|YS横浜,2024|YS横浜|93.31,2024-2025,93.31,RWB,39.88,42.74,Full Back,RB,20.6,22.08,Full Back,"RWB(40min/42.7%), RB(21min/22.1%), RM(15min/16.2%), RW(12min/12.4%), RCB(6min/6.6%)",SB,サイドバック,RWB (Position Group: Full Back)
Yusuke Goto,Yusuke Goto,讃岐,2025|讃岐,2025|讃岐|1650.26,2024-2025,1650.26,Left Winger,1071.17,64.91,Wide Attacker,Right Winger,450.64,27.31,Wide Attacker,"Left Winger(1071min/64.9%), Right Winger(451min/27.3%), Center Forward(128min/7.8%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Yusuke Kikui,Yusuke Kikui,松本,2025|松本; 2024|松本,2025|松本|2654.12; 2024|松本|2250.69,2024-2025,4904.81,Left Winger,2255.7,45.99,Wide Attacker,LF,1060.58,21.62,Wide Attacker,"Left Winger(2256min/46.0%), LF(1061min/21.6%), AM(409min/8.3%), CF(401min/8.2%), LM(284min/5.8%), Attacking Midfield(201min/4.1%), Right Winger(99min/2.0%), Center Forward(98min/2.0%), LW(96min/2.0%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Yusuke Ogawa,Yusuke Ogawa,琉球,2024|琉球,2024|琉球|40.78,2024-2025,40.78,CF,22.2,54.44,Center Forward,RM,18.58,45.56,Midfield,"CF(22min/54.4%), RM(19min/45.6%)",FW,フォワード,CF (Position Group: Center Forward)
Yusuke Shimizu,Yusuke Shimizu,鳥取,2025|鳥取; 2024|大宮,2025|鳥取|602.89; 2024|大宮|42.55,2024-2025,645.44,Right Midfield,285.07,44.17,Midfield,Left Midfield,152.29,23.59,Midfield,"Right Midfield(285min/44.2%), Left Midfield(152min/23.6%), Right Winger(110min/17.0%), RM(36min/5.5%), Right Center Back(24min/3.7%), Left Winger(18min/2.8%), Left Wing Back(14min/2.1%), LM(7min/1.1%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Yuta Arai,Yuta Arai,富山,2024|富山,2024|富山|27.50,2024-2025,27.5,RW,13.8,50.18,Wide Attacker,RF,13.7,49.82,Wide Attacker,"RW(14min/50.2%), RF(14min/49.8%)",SH,サイドハーフ,RW (Position Group: Wide Attacker)
Yuta Inami,Yuta Inami,八戸,2025|八戸,2025|八戸|989.78,2024-2025,989.78,Center Forward,612.94,61.93,Center Forward,Left Midfield,186.15,18.81,Midfield,"Center Forward(613min/61.9%), Left Midfield(186min/18.8%), Left Wing Back(139min/14.1%), Right Midfield(41min/4.1%), Defensive Midfield(10min/1.1%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Yuta Mikado,Yuta Mikado,今治,2024|今治,2024|今治|884.11,2024-2025,884.11,RM,283.71,32.09,Midfield,AM,237.9,26.91,Midfield,"RM(284min/32.1%), AM(238min/26.9%), RW(137min/15.5%), LM(129min/14.6%), LF(56min/6.3%), RF(25min/2.9%), LW(15min/1.7%)",SH,サイドハーフ,RM (Position Group: Midfield)
Yuta Nakamura,Yuta Nakamura,沼津,2024|沼津; 2025|沼津,2024|沼津|2507.10; 2025|沼津|684.74,2024-2025,3191.84,RCB,1626.84,50.97,Central Defender,LCB,880.26,27.58,Central Defender,"RCB(1627min/51.0%), LCB(880min/27.6%), Right Center Back(583min/18.3%), Left Center Back(102min/3.2%)",CB,センターバック,RCB (Position Group: Central Defender)
Yuta Nishibukuro,Yuta Nishibukuro,今治,2024|今治,2024|今治|5.65,2024-2025,5.65,RCB,5.65,100.0,Central Defender,,,,,RCB(6min/100.0%),CB,センターバック,RCB (Position Group: Central Defender)
Yuta Saitai,Yuta Saitai,今治,2024|今治,2024|今治|100.58,2024-2025,100.58,CB,89.65,89.13,Central Defender,RWB,10.93,10.87,Full Back,"CB(90min/89.1%), RWB(11min/10.9%)",CB,センターバック,CB (Position Group: Central Defender)
Yuta Sato,Yuta Sato,琉球,2025|琉球; 2024|琉球,2025|琉球|2044.48; 2024|琉球|1973.06,2024-2025,4017.54,Right Defensive Midfield,1249.66,31.11,Midfield,LM,783.73,19.51,Midfield,"Right Defensive Midfield(1250min/31.1%), LM(784min/19.5%), LW(574min/14.3%), Right Midfield(454min/11.3%), RM(319min/7.9%), Left Midfield(245min/6.1%), RF(100min/2.5%), CF(99min/2.5%), AM(98min/2.4%), Left Defensive Midfield(96min/2.4%)",CMF,セントラルMF,Right Defensive Midfield (Position Group: Midfield)
